TableS2 marker genes of macrophage subpopulations identified by single-cell multi-omics,,,,,,,
gene,cluster,pct.1,pct.2,avg_log2FC,p_val,p_val_adj,
TTYH2,Lipid-handling MΦ,0.321,0.173,0.334746213,5.16E-11,1.89E-06,
SLC1A3,Lipid-handling MΦ,0.902,0.774,0.581806315,5.43E-11,1.99E-06,
TMEM104,Lipid-handling MΦ,0.31,0.185,0.213349509,5.71E-11,2.09E-06,
HMGCR,Lipid-handling MΦ,0.332,0.267,0.164112373,5.73E-11,2.10E-06,
RIPK2,Lipid-handling MΦ,0.595,0.39,0.430312636,5.75E-11,2.10E-06,
LONRF3,Lipid-handling MΦ,0.62,0.349,0.474341804,6.08E-11,2.22E-06,
UBTD2,Lipid-handling MΦ,0.486,0.326,0.390204826,6.22E-11,2.28E-06,
STRADB,Lipid-handling MΦ,0.472,0.261,0.382418448,6.31E-11,2.31E-06,
TMEM181,Lipid-handling MΦ,0.707,0.557,0.508483741,6.51E-11,2.38E-06,
PLCB2,Lipid-handling MΦ,0.662,0.503,0.395282069,6.66E-11,2.44E-06,
NRBP1,Lipid-handling MΦ,0.539,0.37,0.293225372,7.31E-11,2.68E-06,
FAM13A,Lipid-handling MΦ,0.751,0.636,0.559716863,7.73E-11,2.83E-06,
LMTK2,Lipid-handling MΦ,0.307,0.142,0.251281292,8.25E-11,3.02E-06,
RMDN2-AS1,Lipid-handling MΦ,0.299,0.136,0.289719708,8.60E-11,3.15E-06,
ATP11B,Lipid-handling MΦ,0.897,0.801,0.490553107,8.61E-11,3.15E-06,
UBE2E2,Lipid-handling MΦ,0.992,0.977,0.579948668,8.65E-11,3.17E-06,
SCCPDH,Lipid-handling MΦ,0.346,0.221,0.247233285,9.31E-11,3.41E-06,
CCNH,Lipid-handling MΦ,0.905,0.807,0.577375432,9.96E-11,3.65E-06,
PARP6,Lipid-handling MΦ,0.483,0.279,0.323801563,1.03E-10,3.76E-06,
CYSTM1,Lipid-handling MΦ,0.723,0.537,0.447993051,1.05E-10,3.83E-06,
SQOR,Lipid-handling MΦ,0.765,0.62,0.336591164,1.05E-10,3.85E-06,
RAB7A,Lipid-handling MΦ,0.933,0.899,0.48293892,1.09E-10,3.98E-06,
PLAUR,Lipid-handling MΦ,0.824,0.719,0.418603329,1.15E-10,4.20E-06,
ADO,Lipid-handling MΦ,0.207,0.083,0.183192036,1.18E-10,4.32E-06,
ATP10B,Lipid-handling MΦ,0.142,0.029,0.16180601,1.26E-10,4.63E-06,
SIL1,Lipid-handling MΦ,0.788,0.699,0.401876345,1.28E-10,4.69E-06,
RDX,Lipid-handling MΦ,0.953,0.853,0.655968751,1.28E-10,4.69E-06,
ANKUB1,Lipid-handling MΦ,0.927,0.845,0.843764166,1.29E-10,4.73E-06,
AL359762.1,Lipid-handling MΦ,0.304,0.132,0.296465188,1.30E-10,4.77E-06,
ENO2,Lipid-handling MΦ,0.154,0.028,0.152166897,1.34E-10,4.91E-06,
AC099489.1,Lipid-handling MΦ,0.196,0.054,0.252791506,1.43E-10,5.24E-06,
CBLB,Lipid-handling MΦ,0.98,0.902,0.795227589,1.43E-10,5.25E-06,
AC005237.1,Lipid-handling MΦ,0.123,0.026,0.192477402,1.44E-10,5.27E-06,
MRPS25,Lipid-handling MΦ,0.55,0.381,0.285416067,1.46E-10,5.34E-06,
AC005632.3,Lipid-handling MΦ,0.24,0.097,0.223815295,1.54E-10,5.62E-06,
CHM,Lipid-handling MΦ,0.791,0.622,0.448499495,1.63E-10,5.96E-06,
SDC4,Lipid-handling MΦ,0.154,0.066,0.130738666,1.78E-10,6.50E-06,
FAM162A,Lipid-handling MΦ,0.307,0.194,0.237968326,1.94E-10,7.11E-06,
PALLD,Lipid-handling MΦ,0.285,0.121,0.994529883,1.96E-10,7.19E-06,
KIF21A,Lipid-handling MΦ,0.145,0.041,0.202507339,1.98E-10,7.25E-06,
AIFM2,Lipid-handling MΦ,0.352,0.223,0.280785689,2.02E-10,7.39E-06,
CCND3,Lipid-handling MΦ,0.288,0.231,0.195754261,2.05E-10,7.49E-06,
UBE2J1,Lipid-handling MΦ,0.62,0.405,0.46646386,2.10E-10,7.67E-06,
ABCC1,Lipid-handling MΦ,0.908,0.783,0.450255806,2.51E-10,9.19E-06,
PAQR5,Lipid-handling MΦ,0.318,0.108,0.45522786,2.55E-10,9.34E-06,
ALDH1A1,Lipid-handling MΦ,0.436,0.329,0.241186293,2.74E-10,1.00E-05,
HORMAD1,Lipid-handling MΦ,0.251,0.123,0.238727762,2.75E-10,1.01E-05,
DISC1FP1,Lipid-handling MΦ,0.151,0.043,0.472297734,2.76E-10,1.01E-05,
SCARB2,Lipid-handling MΦ,0.908,0.851,0.514383083,2.84E-10,1.04E-05,
EFCAB7,Lipid-handling MΦ,0.162,0.086,0.358226185,2.89E-10,1.06E-05,
CNKSR3,Lipid-handling MΦ,0.299,0.129,0.362880949,2.94E-10,1.08E-05,
ZC3H13,Lipid-handling MΦ,0.723,0.619,0.310609279,3.09E-10,1.13E-05,
DMXL1,Lipid-handling MΦ,0.961,0.924,0.456453937,3.13E-10,1.14E-05,
RASGRP1,Lipid-handling MΦ,0.274,0.108,0.293501079,3.14E-10,1.15E-05,
IFITM10,Lipid-handling MΦ,0.422,0.205,0.474549214,3.41E-10,1.25E-05,
IL6R,Lipid-handling MΦ,0.821,0.714,0.444732678,3.43E-10,1.25E-05,
MNAT1,Lipid-handling MΦ,0.715,0.537,0.420240676,3.45E-10,1.26E-05,
LINS1,Lipid-handling MΦ,0.427,0.255,0.297285841,3.89E-10,1.42E-05,
PIK3CB,Lipid-handling MΦ,0.877,0.778,0.4929272,4.17E-10,1.53E-05,
C2CD2,Lipid-handling MΦ,0.483,0.303,0.368518509,4.42E-10,1.62E-05,
H2AFY,Lipid-handling MΦ,0.992,0.961,0.595716078,4.42E-10,1.62E-05,
SLC31A1,Lipid-handling MΦ,0.595,0.465,0.301205846,4.52E-10,1.65E-05,
LY6E,Lipid-handling MΦ,0.106,0.085,0.046943263,4.60E-10,1.68E-05,
RAB11FIP4,Lipid-handling MΦ,0.128,0.026,0.135140892,4.77E-10,1.75E-05,
ITPKB-AS1,Lipid-handling MΦ,0.14,0.022,0.15079217,5.06E-10,1.85E-05,
PGD,Lipid-handling MΦ,0.721,0.641,0.278210697,5.09E-10,1.86E-05,
CLIC4,Lipid-handling MΦ,0.648,0.492,0.438475545,5.16E-10,1.89E-05,
HK3,Lipid-handling MΦ,0.679,0.56,0.40478373,5.18E-10,1.90E-05,
ZFYVE26,Lipid-handling MΦ,0.793,0.657,0.479876627,5.28E-10,1.93E-05,
DNHD1,Lipid-handling MΦ,0.461,0.291,0.313751068,5.28E-10,1.93E-05,
LILRA2,Lipid-handling MΦ,0.112,0.086,0.062203922,5.56E-10,2.04E-05,
SLC2A5,Lipid-handling MΦ,0.254,0.145,0.152538347,5.75E-10,2.10E-05,
GBE1,Lipid-handling MΦ,0.913,0.791,0.670415677,5.97E-10,2.18E-05,
KCNMB2-AS1,Lipid-handling MΦ,0.142,0.046,0.2358052,6.26E-10,2.29E-05,
ARHGAP17,Lipid-handling MΦ,0.841,0.689,0.444505455,6.49E-10,2.38E-05,
ARMCX4,Lipid-handling MΦ,0.453,0.287,0.416167391,6.77E-10,2.48E-05,
SLC16A1-AS1,Lipid-handling MΦ,0.645,0.487,0.412319737,7.09E-10,2.59E-05,
CCNL1,Lipid-handling MΦ,0.885,0.804,0.43833821,7.22E-10,2.64E-05,
LINC01191,Lipid-handling MΦ,0.43,0.232,0.369998316,7.40E-10,2.71E-05,
FOCAD,Lipid-handling MΦ,0.757,0.607,0.454901113,8.01E-10,2.93E-05,
PDLIM7,Lipid-handling MΦ,0.26,0.114,0.22068592,8.29E-10,3.04E-05,
FAM120AOS,Lipid-handling MΦ,0.374,0.197,0.228739245,9.48E-10,3.47E-05,
CYTOR,Lipid-handling MΦ,0.757,0.655,0.645461799,1.03E-09,3.76E-05,
ENTPD1-AS1,Lipid-handling MΦ,0.799,0.69,0.412541198,1.09E-09,3.98E-05,
P4HA3,Lipid-handling MΦ,0.277,0.124,0.25639254,1.15E-09,4.19E-05,
KIF16B,Lipid-handling MΦ,0.771,0.646,0.547308537,1.17E-09,4.27E-05,
PPP2R1A,Lipid-handling MΦ,0.402,0.303,0.152371637,1.17E-09,4.29E-05,
NAV2,Lipid-handling MΦ,0.397,0.16,0.597160503,1.21E-09,4.41E-05,
PEPD,Lipid-handling MΦ,0.517,0.412,0.276855787,1.24E-09,4.54E-05,
LINC01618,Lipid-handling MΦ,0.134,0.026,0.145645546,1.31E-09,4.81E-05,
ENTPD1,Lipid-handling MΦ,0.662,0.582,0.314977819,1.42E-09,5.21E-05,
METTL1,Lipid-handling MΦ,0.117,0.039,0.103521902,1.49E-09,5.45E-05,
IL1R1,Lipid-handling MΦ,0.148,0.034,0.173366278,1.51E-09,5.51E-05,
TFPI,Lipid-handling MΦ,0.578,0.351,0.50107473,1.59E-09,5.80E-05,
LARP1B,Lipid-handling MΦ,0.598,0.416,0.38394635,1.65E-09,6.03E-05,
ECHDC2,Lipid-handling MΦ,0.321,0.164,0.274212289,1.68E-09,6.16E-05,
PPIL3,Lipid-handling MΦ,0.358,0.209,0.249191822,1.74E-09,6.38E-05,
CTSH,Lipid-handling MΦ,0.631,0.658,0.080669647,1.76E-09,6.43E-05,
PRKAR1A,Lipid-handling MΦ,0.439,0.369,0.284382756,1.93E-09,7.05E-05,
PDE4DIP,Lipid-handling MΦ,0.88,0.732,0.406437634,1.97E-09,7.23E-05,
ITPR1,Lipid-handling MΦ,0.866,0.824,0.658619185,2.01E-09,7.35E-05,
GDF15,Lipid-handling MΦ,0.184,0.126,0.155534369,2.10E-09,7.67E-05,
AMD 1.00,Lipid-handling MΦ,0.74,0.637,0.414449241,2.12E-09,7.76E-05,
HSPA9,Lipid-handling MΦ,0.645,0.569,0.264445911,2.13E-09,7.81E-05,
SON,Lipid-handling MΦ,0.964,0.89,0.308765158,2.23E-09,8.17E-05,
LINC01376,Lipid-handling MΦ,0.33,0.159,0.344163895,2.30E-09,8.41E-05,
PROS1,Lipid-handling MΦ,0.115,0.029,0.158917078,2.30E-09,8.42E-05,
AL109809.5,Lipid-handling MΦ,0.179,0.063,0.190666917,2.31E-09,8.45E-05,
SEZ6L2,Lipid-handling MΦ,0.115,0.052,0.109775308,2.34E-09,8.57E-05,
SLC44A2,Lipid-handling MΦ,0.156,0.055,0.171766693,2.42E-09,8.86E-05,
ST6GALNAC2,Lipid-handling MΦ,0.128,0.027,0.125682055,2.54E-09,9.31E-05,
GOLGA8B,Lipid-handling MΦ,0.218,0.073,0.189454031,2.68E-09,9.79E-05,
ZNF626,Lipid-handling MΦ,0.237,0.082,0.197260129,2.83E-09,0.000103435,
RAB42,Lipid-handling MΦ,0.271,0.148,0.18118388,2.84E-09,0.000104026,
MGLL,Lipid-handling MΦ,0.866,0.818,0.750503333,2.96E-09,0.000108168,
MAPK13,Lipid-handling MΦ,0.707,0.547,0.446538753,2.96E-09,0.000108477,
ARAP3,Lipid-handling MΦ,0.165,0.051,0.149161956,2.98E-09,0.000109153,
CCDC57,Lipid-handling MΦ,0.492,0.317,0.363321456,3.03E-09,0.000110765,
AL035530.2,Lipid-handling MΦ,0.369,0.171,0.328842437,3.07E-09,0.000112466,
SH2B2,Lipid-handling MΦ,0.173,0.07,0.193789796,3.26E-09,0.000119457,
ATP1A1,Lipid-handling MΦ,0.567,0.578,0.031772672,3.33E-09,0.000121956,
LIMS1,Lipid-handling MΦ,0.961,0.935,0.492829529,3.38E-09,0.000123716,
PARVG,Lipid-handling MΦ,0.721,0.601,0.393597788,3.41E-09,0.000124899,
THBS3,Lipid-handling MΦ,0.106,0.03,0.103059716,3.58E-09,0.000130877,
SGK1,Lipid-handling MΦ,0.874,0.758,0.378135286,3.66E-09,0.000133986,
PPP2R5A,Lipid-handling MΦ,0.69,0.507,0.441899043,3.71E-09,0.000135638,
TRAPPC2L,Lipid-handling MΦ,0.193,0.157,0.08229446,3.96E-09,0.000144775,
AK8,Lipid-handling MΦ,0.156,0.038,0.19295695,4.04E-09,0.000147923,
OPTN,Lipid-handling MΦ,0.427,0.239,0.341660409,4.05E-09,0.000148103,
DECR1,Lipid-handling MΦ,0.684,0.554,0.356826489,4.19E-09,0.000153378,
SH3BP2,Lipid-handling MΦ,0.796,0.702,0.439560185,4.21E-09,0.000154103,
ZNF720,Lipid-handling MΦ,0.43,0.254,0.310739674,4.64E-09,0.000169766,
NEDD9,Lipid-handling MΦ,0.271,0.157,0.303790761,5.11E-09,0.00018711,
DPH6-DT,Lipid-handling MΦ,0.254,0.13,0.330092924,5.19E-09,0.000189885,
PCMTD1,Lipid-handling MΦ,0.768,0.622,0.53427552,5.33E-09,0.000195104,
PDXDC1,Lipid-handling MΦ,0.922,0.807,0.421701801,5.47E-09,0.000200384,
CSTA,Lipid-handling MΦ,0.204,0.208,0.094099978,5.66E-09,0.000207223,
LINC01341,Lipid-handling MΦ,0.128,0.033,0.139840572,5.82E-09,0.000213035,
TMEM43,Lipid-handling MΦ,0.338,0.21,0.22656339,5.93E-09,0.000217226,
ACTA2,Lipid-handling MΦ,0.109,0.033,0.134700838,6.22E-09,0.000227557,
SIRPD,Lipid-handling MΦ,0.232,0.114,0.257703325,6.49E-09,0.000237563,
RNFT1,Lipid-handling MΦ,0.531,0.362,0.301147069,6.60E-09,0.000241594,
WDR19,Lipid-handling MΦ,0.318,0.156,0.282550987,6.74E-09,0.000246664,
ZBED3-AS1,Lipid-handling MΦ,0.397,0.259,0.379364711,6.98E-09,0.000255524,
ENTPD7,Lipid-handling MΦ,0.254,0.145,0.202249371,7.49E-09,0.000274046,
CCDC146,Lipid-handling MΦ,0.64,0.442,0.487162802,7.83E-09,0.000286531,
CBR3-AS1,Lipid-handling MΦ,0.411,0.239,0.334450038,8.20E-09,0.000300104,
NUP210,Lipid-handling MΦ,0.296,0.153,0.257389848,8.96E-09,0.000327845,
DDO,Lipid-handling MΦ,0.115,0.022,0.109138344,9.24E-09,0.000338125,
SPTBN1,Lipid-handling MΦ,0.145,0.057,0.132966463,9.34E-09,0.000341976,
AL365295.1,Lipid-handling MΦ,0.617,0.387,0.682863799,9.68E-09,0.000354194,
TMEM120B,Lipid-handling MΦ,0.327,0.173,0.273798103,9.70E-09,0.000355176,
PPP1R13B,Lipid-handling MΦ,0.187,0.067,0.19964084,9.95E-09,0.000364063,
FYN,Lipid-handling MΦ,0.296,0.154,0.437566502,1.02E-08,0.000372967,
LINC01482,Lipid-handling MΦ,0.103,0.018,0.119184335,1.07E-08,0.000390252,
LINC00847,Lipid-handling MΦ,0.193,0.075,0.18727714,1.09E-08,0.00039773,
BZW1,Lipid-handling MΦ,0.453,0.394,0.158762255,1.09E-08,0.000399474,
APOO,Lipid-handling MΦ,0.237,0.117,0.204457178,1.13E-08,0.000414924,
TFEC,Lipid-handling MΦ,0.944,0.904,0.543811634,1.16E-08,0.000426149,
SLC51A,Lipid-handling MΦ,0.265,0.117,0.296237125,1.17E-08,0.000429593,
COX5B,Lipid-handling MΦ,0.411,0.429,0.023197552,1.17E-08,0.000429994,
CARD14,Lipid-handling MΦ,0.595,0.304,0.443334499,1.22E-08,0.000447909,
MAP4K5,Lipid-handling MΦ,0.704,0.547,0.433817191,1.23E-08,0.000451812,
CCNL2,Lipid-handling MΦ,0.57,0.364,0.320377358,1.28E-08,0.000470059,
PRMT9,Lipid-handling MΦ,0.522,0.353,0.293458303,1.29E-08,0.000470679,
DTX4,Lipid-handling MΦ,0.246,0.093,0.20619618,1.29E-08,0.00047172,
LINC00342,Lipid-handling MΦ,0.768,0.631,0.417753965,1.30E-08,0.000474121,
ACBD3,Lipid-handling MΦ,0.64,0.515,0.397238261,1.41E-08,0.000517134,
STRIP2,Lipid-handling MΦ,0.168,0.034,0.186522025,1.46E-08,0.000534317,
PPP1R15B,Lipid-handling MΦ,0.307,0.184,0.16747467,1.48E-08,0.000541473,
EPDR1,Lipid-handling MΦ,0.307,0.202,0.2021586,1.53E-08,0.000558946,
LINC02334,Lipid-handling MΦ,0.112,0.022,0.114981276,1.53E-08,0.000561589,
MDH1,Lipid-handling MΦ,0.517,0.459,0.138117681,1.55E-08,0.000566246,
NDUFS3,Lipid-handling MΦ,0.277,0.225,0.109946755,1.64E-08,0.00060204,
TNNI2,Lipid-handling MΦ,0.145,0.043,0.122027591,1.71E-08,0.000624079,
GLRX3,Lipid-handling MΦ,0.612,0.455,0.328708911,1.75E-08,0.000640058,
AJ009632.2,Lipid-handling MΦ,0.112,0.023,0.176208577,1.80E-08,0.000657077,
GATAD2A,Lipid-handling MΦ,0.821,0.709,0.454928754,1.83E-08,0.00066892,
AL591043.2,Lipid-handling MΦ,0.117,0.051,0.187075922,1.95E-08,0.000715127,
SHMT1,Lipid-handling MΦ,0.207,0.125,0.165411567,2.10E-08,0.000767522,
LIMA1,Lipid-handling MΦ,0.377,0.28,0.241800644,2.11E-08,0.000772256,
IBTK,Lipid-handling MΦ,0.838,0.758,0.375166763,2.12E-08,0.000776948,
ABL2,Lipid-handling MΦ,0.799,0.705,0.468903217,2.17E-08,0.000795916,
RUFY3,Lipid-handling MΦ,0.849,0.727,0.414857046,2.23E-08,0.000814866,
PIM1,Lipid-handling MΦ,0.159,0.057,0.173764151,2.40E-08,0.000878874,
IL27RA,Lipid-handling MΦ,0.212,0.118,0.182078955,2.42E-08,0.000884615,
COQ8A,Lipid-handling MΦ,0.525,0.328,0.369538219,2.44E-08,0.000891702,
AFF4,Lipid-handling MΦ,0.888,0.832,0.473049208,2.47E-08,0.000904183,
CDK18,Lipid-handling MΦ,0.358,0.173,0.316280152,2.51E-08,0.000918025,
FAM157C,Lipid-handling MΦ,0.151,0.056,0.123510811,2.51E-08,0.000918553,
KCNJ5,Lipid-handling MΦ,0.436,0.244,0.315793669,2.59E-08,0.000948611,
TNFRSF14,Lipid-handling MΦ,0.813,0.684,0.425561533,2.61E-08,0.000955926,
AC008014.1,Lipid-handling MΦ,0.427,0.308,0.5217914,2.65E-08,0.000969564,
CNIH4,Lipid-handling MΦ,0.388,0.281,0.221630484,2.74E-08,0.001004284,
AC083862.3,Lipid-handling MΦ,0.182,0.043,0.170411454,2.76E-08,0.001010218,
LINC01435,Lipid-handling MΦ,0.182,0.097,0.178912291,2.86E-08,0.001046355,
WDR11-AS1,Lipid-handling MΦ,0.492,0.29,0.524015957,3.09E-08,0.001131554,
CRLS1,Lipid-handling MΦ,0.514,0.396,0.312992725,3.32E-08,0.001213536,
DOK3,Lipid-handling MΦ,0.631,0.535,0.278894276,3.52E-08,0.001289148,
FNBP1L,Lipid-handling MΦ,0.212,0.094,0.28624216,3.55E-08,0.001299697,
ZFAND5,Lipid-handling MΦ,0.723,0.609,0.305675494,3.62E-08,0.001323896,
SH3BP5-AS1,Lipid-handling MΦ,0.285,0.146,0.238192157,3.65E-08,0.001334669,
DUS2,Lipid-handling MΦ,0.399,0.245,0.295739849,3.68E-08,0.001348495,
CIAO1,Lipid-handling MΦ,0.534,0.393,0.258137992,3.84E-08,0.001405631,
OGT,Lipid-handling MΦ,0.698,0.584,0.379875523,3.97E-08,0.001453617,
NEAT1,Lipid-handling MΦ,1,0.998,0.645357814,4.04E-08,0.001478437,
SPATA18,Lipid-handling MΦ,0.12,0.038,0.117879896,4.21E-08,0.001541946,
ZNF431,Lipid-handling MΦ,0.673,0.515,0.329923414,4.32E-08,0.001580749,
FBXL2,Lipid-handling MΦ,0.318,0.179,0.329995243,4.34E-08,0.001587538,
COMMD2,Lipid-handling MΦ,0.369,0.221,0.23154444,4.49E-08,0.00164427,
NDFIP2,Lipid-handling MΦ,0.128,0.024,0.135966432,4.50E-08,0.001645567,
AHCYL1,Lipid-handling MΦ,0.506,0.374,0.277337863,4.61E-08,0.001686683,
RBM39,Lipid-handling MΦ,0.947,0.919,0.400716948,4.80E-08,0.001757901,
XIAP,Lipid-handling MΦ,0.693,0.554,0.392607899,4.97E-08,0.00181931,
CLCN7,Lipid-handling MΦ,0.732,0.632,0.251790008,5.08E-08,0.001857702,
TMED3,Lipid-handling MΦ,0.369,0.317,0.183350785,5.15E-08,0.001886652,
AP4S1,Lipid-handling MΦ,0.511,0.328,0.321256443,5.47E-08,0.002001497,
RARRES1,Lipid-handling MΦ,0.299,0.159,0.28868409,5.48E-08,0.002005992,
UBE2D1,Lipid-handling MΦ,0.514,0.368,0.270166678,5.55E-08,0.002030804,
SSR3,Lipid-handling MΦ,0.514,0.506,0.059869675,5.64E-08,0.002062686,
RGL3,Lipid-handling MΦ,0.207,0.052,0.21257248,5.64E-08,0.002065224,
ITGB3,Lipid-handling MΦ,0.101,0.011,0.108491051,5.85E-08,0.002142227,
AL121721.1,Lipid-handling MΦ,0.274,0.117,0.237485973,5.94E-08,0.002174366,
AL627309.5,Lipid-handling MΦ,0.142,0.043,0.113542317,6.00E-08,0.002196268,
AMZ2,Lipid-handling MΦ,0.218,0.104,0.137689514,6.04E-08,0.002210785,
WASL,Lipid-handling MΦ,0.746,0.586,0.445269413,6.20E-08,0.002270314,
CYP1B1-AS1,Lipid-handling MΦ,0.318,0.148,0.24809779,6.22E-08,0.002275648,
PDCD6IP,Lipid-handling MΦ,0.927,0.889,0.39560384,6.85E-08,0.002507279,
WDR83,Lipid-handling MΦ,0.221,0.109,0.180199946,7.01E-08,0.002566116,
RSPH3,Lipid-handling MΦ,0.534,0.343,0.340592377,7.14E-08,0.002615106,
DEF8,Lipid-handling MΦ,0.483,0.353,0.249801986,7.35E-08,0.002691826,
HIST1H2BC,Lipid-handling MΦ,0.117,0.033,0.114600927,7.40E-08,0.002707009,
CC2D2A,Lipid-handling MΦ,0.444,0.283,0.379483764,7.42E-08,0.002716617,
AAR2,Lipid-handling MΦ,0.293,0.188,0.213024406,7.77E-08,0.002843421,
VPS53,Lipid-handling MΦ,0.869,0.807,0.449687671,7.83E-08,0.002867234,
CEP68,Lipid-handling MΦ,0.441,0.286,0.28598372,8.22E-08,0.003010046,
SPATA12,Lipid-handling MΦ,0.165,0.058,0.143447671,9.58E-08,0.003505711,
ATP9B,Lipid-handling MΦ,0.983,0.95,0.52980118,1.11E-07,0.004056106,
ESCO1,Lipid-handling MΦ,0.684,0.563,0.357170331,1.12E-07,0.004111546,
CLN5,Lipid-handling MΦ,0.43,0.326,0.201288225,1.13E-07,0.004127753,
AP006621.3,Lipid-handling MΦ,0.288,0.152,0.216500243,1.15E-07,0.004202153,
AC245060.5,Lipid-handling MΦ,0.279,0.158,0.202205848,1.16E-07,0.004231683,
LINC02185,Lipid-handling MΦ,0.182,0.068,0.214168504,1.16E-07,0.004235736,
AMDHD1,Lipid-handling MΦ,0.156,0.06,0.158048744,1.29E-07,0.004726406,
AC046158.1,Lipid-handling MΦ,0.117,0.028,0.127798317,1.30E-07,0.004758972,
PXN,Lipid-handling MΦ,0.542,0.457,0.337302165,1.31E-07,0.00478261,
LINC02615,Lipid-handling MΦ,0.204,0.09,0.225075897,1.32E-07,0.004817389,
ZMAT3,Lipid-handling MΦ,0.547,0.425,0.304251521,1.38E-07,0.00506898,
C11orf54,Lipid-handling MΦ,0.388,0.262,0.241794019,1.42E-07,0.005197391,
KCTD9,Lipid-handling MΦ,0.458,0.301,0.316170434,1.44E-07,0.005270007,
SLC38A6,Lipid-handling MΦ,0.997,0.989,0.458272621,1.48E-07,0.005399069,
THEM4,Lipid-handling MΦ,0.321,0.188,0.225226269,1.51E-07,0.00551303,
DAG1,Lipid-handling MΦ,0.235,0.146,0.156557615,1.64E-07,0.006007679,
CYREN,Lipid-handling MΦ,0.486,0.323,0.342349467,1.67E-07,0.006118635,
ZSCAN18,Lipid-handling MΦ,0.156,0.057,0.138963561,1.70E-07,0.006204426,
CIPC,Lipid-handling MΦ,0.257,0.12,0.192897977,1.72E-07,0.006290302,
SLC9A1,Lipid-handling MΦ,0.296,0.161,0.211213327,1.77E-07,0.006484433,
ST6GALNAC6,Lipid-handling MΦ,0.154,0.081,0.111349124,1.83E-07,0.006698742,
ATXN3,Lipid-handling MΦ,0.581,0.444,0.381194941,1.84E-07,0.006749358,
SMIM3,Lipid-handling MΦ,0.394,0.228,0.290593878,1.88E-07,0.006891802,
TMEM161B-AS1,Lipid-handling MΦ,0.626,0.493,0.404233976,1.97E-07,0.007227196,
AC027279.1,Lipid-handling MΦ,0.131,0.039,0.140554428,1.98E-07,0.007234072,
ST7,Lipid-handling MΦ,0.425,0.306,0.22269175,2.03E-07,0.007437537,
KCNIP1,Lipid-handling MΦ,0.101,0.034,0.165287984,2.11E-07,0.007718187,
PHLPP1,Lipid-handling MΦ,0.497,0.377,0.484408305,2.12E-07,0.007750799,
NCS1,Lipid-handling MΦ,0.318,0.16,0.289734364,2.23E-07,0.008160595,
AC245060.6,Lipid-handling MΦ,0.137,0.046,0.128247246,2.24E-07,0.008183723,
RORA-AS1,Lipid-handling MΦ,0.159,0.05,0.16107774,2.26E-07,0.008287682,
LAMTOR5,Lipid-handling MΦ,0.274,0.262,0.081684746,2.29E-07,0.008377203,
EID3,Lipid-handling MΦ,0.134,0.039,0.120956957,2.44E-07,0.00894054,
MTF2,Lipid-handling MΦ,0.62,0.484,0.313006049,2.46E-07,0.009005628,
C9orf85,Lipid-handling MΦ,0.589,0.445,0.301868308,2.46E-07,0.009019317,
ZNF248,Lipid-handling MΦ,0.425,0.271,0.263895794,2.49E-07,0.009117771,
JAML,Lipid-handling MΦ,0.265,0.268,0.108825818,2.57E-07,0.009402544,
MCRIP2,Lipid-handling MΦ,0.299,0.203,0.155188075,2.65E-07,0.009697745,
HPGDS,Lipid-handling MΦ,0.193,0.139,0.120032341,2.69E-07,0.009832523,
NOTCH3,Lipid-handling MΦ,0.193,0.057,0.194800812,2.75E-07,0.010063058,
CEBPA,Lipid-handling MΦ,0.154,0.189,0.020103118,2.77E-07,0.010145752,
SPAG9,Lipid-handling MΦ,0.944,0.881,0.465198641,2.82E-07,0.010315302,
MICALL2,Lipid-handling MΦ,0.265,0.116,0.188882744,2.83E-07,0.010363789,
LRRC8A,Lipid-handling MΦ,0.207,0.13,0.165547364,2.85E-07,0.010422014,
HSD17B4,Lipid-handling MΦ,0.687,0.634,0.304254842,2.89E-07,0.010578157,
AC093879.1,Lipid-handling MΦ,0.201,0.075,0.186889532,2.91E-07,0.010666108,
CRYM,Lipid-handling MΦ,0.193,0.045,0.213400741,2.98E-07,0.010893085,
AC004540.1,Lipid-handling MΦ,0.142,0.047,0.195575757,3.08E-07,0.011255015,
AC105285.1,Lipid-handling MΦ,0.154,0.065,0.16959202,3.18E-07,0.011632085,
SMG7,Lipid-handling MΦ,0.821,0.701,0.409002279,3.18E-07,0.011651592,
AP002807.1,Lipid-handling MΦ,0.385,0.233,0.277023781,3.43E-07,0.012554901,
PARP16,Lipid-handling MΦ,0.212,0.087,0.203651395,3.51E-07,0.012847074,
PLPP5,Lipid-handling MΦ,0.229,0.124,0.140927277,3.57E-07,0.013052604,
SEPHS2,Lipid-handling MΦ,0.218,0.209,0.065760267,3.60E-07,0.013179183,
EPS8,Lipid-handling MΦ,0.751,0.69,0.476136926,3.83E-07,0.014030556,
KCNE3,Lipid-handling MΦ,0.257,0.189,0.136217617,3.97E-07,0.014520965,
RHOBTB2,Lipid-handling MΦ,0.182,0.085,0.120361537,4.00E-07,0.01463645,
TTLL4,Lipid-handling MΦ,0.402,0.231,0.277894527,4.00E-07,0.014654369,
STPG2,Lipid-handling MΦ,0.291,0.164,0.256639785,4.01E-07,0.014673586,
ZNF528,Lipid-handling MΦ,0.254,0.103,0.18020006,4.03E-07,0.014762293,
LINC01422,Lipid-handling MΦ,0.109,0.034,0.135189637,4.12E-07,0.015094405,
